Arduino: Pronto para conectar. Aguardando 'START' do PC...
Arduino: Timeout! Nao recebeu 'START'. Reiniciando...
---------- INICIANDO SENSOR ALCOHOL 3 ---------
ValorADC, Tensao [V], Resistencia [kOhm], Etanol [ppm], T [ºC], Humidade [%]
12, 0.01, 1599.17, 0.26, 27.46, 82.71
12, 0.01, 1599.17, 0.26, 27.45, 82.72
12, 0.01, 1599.17, 0.26, 27.45, 82.72
12, 0.01, 1599.17, 0.26, 27.46, 82.70
12, 0.01, 1599.17, 0.26, 27.44, 82.74
12, 0.01, 1599.17, 0.26, 27.44, 82.77
12, 0.01, 1599.17, 0.26, 27.41, 82.78
12, 0.01, 1599.17, 0.26, 27.42, 82.81
12, 0.01, 1599.17, 0.26, 27.42, 82.78
12, 0.01, 1599.17, 0.26, 27.44, 82.77
12, 0.01, 1599.17, 0.26, 27.43, 82.79
12, 0.01, 1599.17, 0.26, 27.43, 82.78
12, 0.01, 1599.17, 0.26, 27.43, 82.81
12, 0.01, 1599.17, 0.26, 27.43, 82.81
12, 0.01, 1599.17, 0.26, 27.42, 82.86
12, 0.01, 1599.17, 0.26, 27.43, 82.82
12, 0.01, 1599.17, 0.26, 27.42, 82.81
12, 0.01, 1599.17, 0.26, 27.43, 82.84
12, 0.01, 1599.17, 0.26, 27.41, 82.83
12, 0.01, 1599.17, 0.26, 27.41, 82.87
12, 0.01, 1599.17, 0.26, 27.39, 82.90
12, 0.01, 1599.17, 0.26, 27.40, 82.89
12, 0.01, 1599.17, 0.26, 27.41, 82.91
12, 0.01, 1599.17, 0.26, 27.41, 82.85
12, 0.01, 1599.17, 0.26, 27.40, 82.89
12, 0.01, 1599.17, 0.26, 27.39, 82.92
12, 0.01, 1599.17, 0.26, 27.38, 82.92
12, 0.01, 1599.17, 0.26, 27.38, 82.95
12, 0.01, 1599.17, 0.26, 27.37, 82.97
12, 0.01, 1599.17, 0.26, 27.38, 82.95
12, 0.01, 1599.17, 0.26, 27.38, 82.98
12, 0.01, 1599.17, 0.26, 27.39, 82.97
12, 0.01, 1599.17, 0.26, 27.38, 82.97
12, 0.01, 1599.17, 0.26, 27.39, 82.95
12, 0.01, 1599.17, 0.26, 27.37, 82.98
12, 0.01, 1599.17, 0.26, 27.38, 83.00
12, 0.01, 1599.17, 0.26, 27.38, 82.99
12, 0.01, 1599.17, 0.26, 27.38, 83.02
12, 0.01, 1599.17, 0.26, 27.37, 83.03
12, 0.01, 1599.17, 0.26, 27.38, 83.02
12, 0.01, 1599.17, 0.26, 27.37, 83.03
12, 0.01, 1599.17, 0.26, 27.36, 83.08
12, 0.01, 1599.17, 0.26, 27.36, 83.02
12, 0.01, 1599.17, 0.26, 27.36, 83.06
12, 0.01, 1599.17, 0.26, 27.37, 83.04
12, 0.01, 1599.17, 0.26, 27.35, 83.05
12, 0.01, 1599.17, 0.26, 27.34, 83.10
12, 0.01, 1599.17, 0.26, 27.37, 83.09
12, 0.01, 1599.17, 0.26, 27.35, 83.10
12, 0.01, 1599.17, 0.26, 27.34, 83.08
12, 0.01, 1599.17, 0.26, 27.34, 83.11
12, 0.01, 1599.17, 0.26, 27.35, 83.11
12, 0.01, 1599.17, 0.26, 27.36, 83.11
12, 0.01, 1599.17, 0.26, 27.35, 83.12
12, 0.01, 1599.17, 0.26, 27.34, 83.13
12, 0.01, 1599.17, 0.26, 27.35, 83.10
12, 0.01, 1599.17, 0.26, 27.36, 83.12
12, 0.01, 1599.17, 0.26, 27.37, 83.12
12, 0.01, 1599.17, 0.26, 27.36, 83.09
12, 0.01, 1599.17, 0.26, 27.36, 83.11
12, 0.01, 1599.17, 0.26, 27.35, 83.12
12, 0.01, 1599.17, 0.26, 27.36, 83.15
12, 0.01, 1599.17, 0.26, 27.31, 83.17
12, 0.01, 1599.17, 0.26, 27.33, 83.18
12, 0.01, 1599.17, 0.26, 27.32, 83.23
12, 0.01, 1599.17, 0.26, 27.32, 83.20
12, 0.01, 1599.17, 0.26, 27.33, 83.23
12, 0.01, 1599.17, 0.26, 27.32, 83.23
12, 0.01, 1599.17, 0.26, 27.32, 83.26
12, 0.01, 1599.17, 0.26, 27.33, 83.21
12, 0.01, 1599.17, 0.26, 27.30, 83.23
12, 0.01, 1599.17, 0.26, 27.31, 83.25
12, 0.01, 1599.17, 0.26, 27.30, 83.26
12, 0.01, 1599.17, 0.26, 27.30, 83.29
12, 0.01, 1599.17, 0.26, 27.32, 83.29
12, 0.01, 1599.17, 0.26, 27.31, 83.28
12, 0.01, 1599.17, 0.26, 27.32, 83.27
12, 0.01, 1599.17, 0.26, 27.31, 83.30
12, 0.01, 1599.17, 0.26, 27.29, 83.29
12, 0.01, 1599.17, 0.26, 27.30, 83.32
12, 0.01, 1599.17, 0.26, 27.32, 83.28
12, 0.01, 1599.17, 0.26, 27.30, 83.28
12, 0.01, 1599.17, 0.26, 27.31, 83.27
12, 0.01, 1599.17, 0.26, 27.32, 83.29
12, 0.01, 1599.17, 0.26, 27.32, 83.25
12, 0.01, 1599.17, 0.26, 27.32, 83.27
12, 0.01, 1599.17, 0.26, 27.31, 83.31
12, 0.01, 1599.17, 0.26, 27.33, 83.30
12, 0.01, 1599.17, 0.26, 27.31, 83.30
12, 0.01, 1599.17, 0.26, 27.31, 83.33
12, 0.01, 1599.17, 0.26, 27.30, 83.36
12, 0.01, 1599.17, 0.26, 27.31, 83.27
12, 0.01, 1599.17, 0.26, 27.31, 83.30
12, 0.01, 1599.17, 0.26, 27.31, 83.34
12, 0.01, 1599.17, 0.26, 27.30, 83.34
12, 0.01, 1599.17, 0.26, 27.29, 83.36
12, 0.01, 1599.17, 0.26, 27.28, 83.40
12, 0.01, 1599.17, 0.26, 27.28, 83.38
12, 0.01, 1599.17, 0.26, 27.28, 83.42
12, 0.01, 1599.17, 0.26, 27.30, 83.45
12, 0.01, 1599.17, 0.26, 27.29, 83.43
12, 0.01, 1599.17, 0.26, 27.31, 83.40
12, 0.01, 1599.17, 0.26, 27.30, 83.38
12, 0.01, 1599.17, 0.26, 27.31, 83.39
12, 0.01, 1599.17, 0.26, 27.29, 83.38
12, 0.01, 1599.17, 0.26, 27.29, 83.40
12, 0.01, 1599.17, 0.26, 27.28, 83.42
12, 0.01, 1599.17, 0.26, 27.29, 83.43
12, 0.01, 1599.17, 0.26, 27.27, 83.47
12, 0.01, 1599.17, 0.26, 27.27, 83.46
12, 0.01, 1599.17, 0.26, 27.27, 83.49
12, 0.01, 1599.17, 0.26, 27.28, 83.47
12, 0.01, 1599.17, 0.26, 27.25, 83.50
12, 0.01, 1599.17, 0.26, 27.28, 83.47
12, 0.01, 1599.17, 0.26, 27.28, 83.49
12, 0.01, 1599.17, 0.26, 27.26, 83.55
12, 0.01, 1599.17, 0.26, 27.27, 83.50
12, 0.01, 1599.17, 0.26, 27.28, 83.49
12, 0.01, 1599.17, 0.26, 27.26, 83.50
12, 0.01, 1599.17, 0.26, 27.28, 83.49
12, 0.01, 1599.17, 0.26, 27.27, 83.52
12, 0.01, 1599.17, 0.26, 27.28, 83.52
12, 0.01, 1599.17, 0.26, 27.27, 83.53
12, 0.01, 1599.17, 0.26, 27.27, 83.51
12, 0.01, 1599.17, 0.26, 27.26, 83.55
12, 0.01, 1599.17, 0.26, 27.25, 83.59
12, 0.01, 1599.17, 0.26, 27.25, 83.60
12, 0.01, 1599.17, 0.26, 27.26, 83.60
12, 0.01, 1599.17, 0.26, 27.26, 83.58
12, 0.01, 1599.17, 0.26, 27.28, 83.59
12, 0.01, 1599.17, 0.26, 27.26, 83.61
12, 0.01, 1599.17, 0.26, 27.26, 83.59
12, 0.01, 1599.17, 0.26, 27.26, 83.58
12, 0.01, 1599.17, 0.26, 27.24, 83.57
12, 0.01, 1599.17, 0.26, 27.25, 83.61
12, 0.01, 1599.17, 0.26, 27.26, 83.60
12, 0.01, 1599.17, 0.26, 27.26, 83.62
12, 0.01, 1599.17, 0.26, 27.27, 83.60
12, 0.01, 1599.17, 0.26, 27.26, 83.60
12, 0.01, 1599.17, 0.26, 27.26, 83.62
12, 0.01, 1599.17, 0.26, 27.25, 83.61
12, 0.01, 1599.17, 0.26, 27.25, 83.63
12, 0.01, 1599.17, 0.26, 27.25, 83.63
12, 0.01, 1599.17, 0.26, 27.25, 83.63
12, 0.01, 1599.17, 0.26, 27.26, 83.66
12, 0.01, 1599.17, 0.26, 27.25, 83.63
12, 0.01, 1599.17, 0.26, 27.24, 83.64
12, 0.01, 1599.17, 0.26, 27.24, 83.67
12, 0.01, 1599.17, 0.26, 27.24, 83.64
12, 0.01, 1599.17, 0.26, 27.25, 83.65
12, 0.01, 1599.17, 0.26, 27.24, 83.68
12, 0.01, 1599.17, 0.26, 27.24, 83.68
12, 0.01, 1599.17, 0.26, 27.24, 83.70
12, 0.01, 1599.17, 0.26, 27.24, 83.67
12, 0.01, 1599.17, 0.26, 27.23, 83.68
12, 0.01, 1599.17, 0.26, 27.22, 83.72
12, 0.01, 1599.17, 0.26, 27.22, 83.72
12, 0.01, 1599.17, 0.26, 27.24, 83.73
12, 0.01, 1599.17, 0.26, 27.23, 83.70
12, 0.01, 1599.17, 0.26, 27.22, 83.73
12, 0.01, 1599.17, 0.26, 27.22, 83.73
12, 0.01, 1599.17, 0.26, 27.20, 83.78
12, 0.01, 1599.17, 0.26, 27.20, 83.80
12, 0.01, 1599.17, 0.26, 27.22, 83.76
12, 0.01, 1599.17, 0.26, 27.21, 83.78
12, 0.01, 1599.17, 0.26, 27.22, 83.77
12, 0.01, 1599.17, 0.26, 27.22, 83.75
12, 0.01, 1599.17, 0.26, 27.23, 83.76
12, 0.01, 1599.17, 0.26, 27.22, 83.78
12, 0.01, 1599.17, 0.26, 27.22, 83.76
12, 0.01, 1599.17, 0.26, 27.22, 83.76
12, 0.01, 1599.17, 0.26, 27.22, 83.77
12, 0.01, 1599.17, 0.26, 27.22, 83.78
12, 0.01, 1599.17, 0.26, 27.24, 83.75
12, 0.01, 1599.17, 0.26, 27.22, 83.76
12, 0.01, 1599.17, 0.26, 27.22, 83.77
12, 0.01, 1599.17, 0.26, 27.22, 83.79
12, 0.01, 1599.17, 0.26, 27.23, 83.81
12, 0.01, 1599.17, 0.26, 27.23, 83.80
12, 0.01, 1599.17, 0.26, 27.23, 83.78
12, 0.01, 1599.17, 0.26, 27.21, 83.77
12, 0.01, 1599.17, 0.26, 27.20, 83.80
12, 0.01, 1599.17, 0.26, 27.22, 83.83
12, 0.01, 1599.17, 0.26, 27.22, 83.81
12, 0.01, 1599.17, 0.26, 27.18, 83.86
12, 0.01, 1599.17, 0.26, 27.21, 83.84
12, 0.01, 1599.17, 0.26, 27.20, 83.85
12, 0.01, 1599.17, 0.26, 27.20, 83.85
12, 0.01, 1599.17, 0.26, 27.19, 83.88
12, 0.01, 1599.17, 0.26, 27.19, 83.89
12, 0.01, 1599.17, 0.26, 27.20, 83.87
12, 0.01, 1599.17, 0.26, 27.19, 83.87
12, 0.01, 1599.17, 0.26, 27.20, 83.85
12, 0.01, 1599.17, 0.26, 27.20, 83.88
12, 0.01, 1599.17, 0.26, 27.19, 83.87
12, 0.01, 1599.17, 0.26, 27.20, 83.86
12, 0.01, 1599.17, 0.26, 27.20, 83.87
12, 0.01, 1599.17, 0.26, 27.19, 83.88
12, 0.01, 1599.17, 0.26, 27.19, 83.87
12, 0.01, 1599.17, 0.26, 27.19, 83.85
12, 0.01, 1599.17, 0.26, 27.19, 83.93
12, 0.01, 1599.17, 0.26, 27.20, 83.89
12, 0.01, 1599.17, 0.26, 27.18, 83.88
12, 0.01, 1599.17, 0.26, 27.17, 83.94
12, 0.01, 1599.17, 0.26, 27.17, 83.92
12, 0.01, 1599.17, 0.26, 27.17, 83.91
12, 0.01, 1599.17, 0.26, 27.17, 83.94
12, 0.01, 1599.17, 0.26, 27.17, 83.96
12, 0.01, 1599.17, 0.26, 27.15, 83.96
12, 0.01, 1599.17, 0.26, 27.14, 84.03
12, 0.01, 1599.17, 0.26, 27.14, 83.98
12, 0.01, 1599.17, 0.26, 27.14, 84.00
12, 0.01, 1599.17, 0.26, 27.15, 84.04
12, 0.01, 1599.17, 0.26, 27.14, 84.02
12, 0.01, 1599.17, 0.26, 27.16, 84.03
12, 0.01, 1599.17, 0.26, 27.15, 84.02
12, 0.01, 1599.17, 0.26, 27.14, 84.02
12, 0.01, 1599.17, 0.26, 27.14, 84.03
12, 0.01, 1599.17, 0.26, 27.13, 84.02
12, 0.01, 1599.17, 0.26, 27.13, 84.06
12, 0.01, 1599.17, 0.26, 27.14, 84.05
12, 0.01, 1599.17, 0.26, 27.14, 84.06
12, 0.01, 1599.17, 0.26, 27.15, 84.04
12, 0.01, 1599.17, 0.26, 27.12, 84.06
12, 0.01, 1599.17, 0.26, 27.13, 84.09
12, 0.01, 1599.17, 0.26, 27.13, 84.08
12, 0.01, 1599.17, 0.26, 27.13, 84.08
12, 0.01, 1599.17, 0.26, 27.13, 84.06
12, 0.01, 1599.17, 0.26, 27.12, 84.11
12, 0.01, 1599.17, 0.26, 27.13, 84.08
12, 0.01, 1599.17, 0.26, 27.13, 84.08
12, 0.01, 1599.17, 0.26, 27.15, 84.06
12, 0.01, 1599.17, 0.26, 27.11, 84.07
12, 0.01, 1599.17, 0.26, 27.13, 84.09
12, 0.01, 1599.17, 0.26, 27.10, 84.11
12, 0.01, 1599.17, 0.26, 27.12, 84.14
12, 0.01, 1599.17, 0.26, 27.12, 84.13
12, 0.01, 1599.17, 0.26, 27.09, 84.15
12, 0.01, 1599.17, 0.26, 27.09, 84.16
12, 0.01, 1599.17, 0.26, 27.10, 84.18
12, 0.01, 1599.17, 0.26, 27.11, 84.18
12, 0.01, 1599.17, 0.26, 27.11, 84.17
12, 0.01, 1599.17, 0.26, 27.09, 84.18
12, 0.01, 1599.17, 0.26, 27.08, 84.19
12, 0.01, 1599.17, 0.26, 27.10, 84.17
12, 0.01, 1599.17, 0.26, 27.10, 84.15
12, 0.01, 1599.17, 0.26, 27.09, 84.20
12, 0.01, 1599.17, 0.26, 27.08, 84.22
12, 0.01, 1599.17, 0.26, 27.07, 84.24
12, 0.01, 1599.17, 0.26, 27.09, 84.22
12, 0.01, 1599.17, 0.26, 27.08, 84.19
12, 0.01, 1599.17, 0.26, 27.08, 84.22
12, 0.01, 1599.17, 0.26, 27.08, 84.25
12, 0.01, 1599.17, 0.26, 27.06, 84.28
12, 0.01, 1599.17, 0.26, 27.08, 84.23
12, 0.01, 1599.17, 0.26, 27.07, 84.27
12, 0.01, 1599.17, 0.26, 27.07, 84.24
12, 0.01, 1599.17, 0.26, 27.05, 84.30
12, 0.01, 1599.17, 0.26, 27.06, 84.30
12, 0.01, 1599.17, 0.26, 27.06, 84.28
12, 0.01, 1599.17, 0.26, 27.06, 84.28
12, 0.01, 1599.17, 0.26, 27.05, 84.30
12, 0.01, 1599.17, 0.26, 27.03, 84.33
12, 0.01, 1599.17, 0.26, 27.04, 84.34
12, 0.01, 1599.17, 0.26, 27.05, 84.35
12, 0.01, 1599.17, 0.26, 27.04, 84.33
12, 0.01, 1599.17, 0.26, 27.04, 84.30
12, 0.01, 1599.17, 0.26, 27.06, 84.32
12, 0.01, 1599.17, 0.26, 27.06, 84.28
12, 0.01, 1599.17, 0.26, 27.05, 84.30
12, 0.01, 1599.17, 0.26, 27.05, 84.35
12, 0.01, 1599.17, 0.26, 27.06, 84.30
12, 0.01, 1599.17, 0.26, 27.04, 84.34
12, 0.01, 1599.17, 0.26, 27.03, 84.35
12, 0.01, 1599.17, 0.26, 27.04, 84.35
12, 0.01, 1599.17, 0.26, 27.02, 84.37
12, 0.01, 1599.17, 0.26, 27.02, 84.37
12, 0.01, 1599.17, 0.26, 27.04, 84.37
12, 0.01, 1599.17, 0.26, 27.03, 84.36
12, 0.01, 1599.17, 0.26, 27.03, 84.40
12, 0.01, 1599.17, 0.26, 27.01, 84.40
12, 0.01, 1599.17, 0.26, 27.03, 84.38
12, 0.01, 1599.17, 0.26, 27.03, 84.37
12, 0.01, 1599.17, 0.26, 27.04, 84.35
12, 0.01, 1599.17, 0.26, 27.02, 84.39
12, 0.01, 1599.17, 0.26, 27.02, 84.37
12, 0.01, 1599.17, 0.26, 27.02, 84.39
12, 0.01, 1599.17, 0.26, 27.03, 84.43
12, 0.01, 1599.17, 0.26, 27.01, 84.42
12, 0.01, 1599.17, 0.26, 27.00, 84.43
12, 0.01, 1599.17, 0.26, 27.00, 84.45
12, 0.01, 1599.17, 0.26, 27.01, 84.46
12, 0.01, 1599.17, 0.26, 27.01, 84.41
12, 0.01, 1599.17, 0.26, 27.02, 84.44
12, 0.01, 1599.17, 0.26, 27.00, 84.45
12, 0.01, 1599.17, 0.26, 26.99, 84.44
12, 0.01, 1599.17, 0.26, 26.99, 84.47
12, 0.01, 1599.17, 0.26, 27.01, 84.48
12, 0.01, 1599.17, 0.26, 26.99, 84.45
12, 0.01, 1599.17, 0.26, 27.00, 84.47
12, 0.01, 1599.17, 0.26, 26.99, 84.46
12, 0.01, 1599.17, 0.26, 26.99, 84.48
12, 0.01, 1599.17, 0.26, 26.99, 84.49
12, 0.01, 1599.17, 0.26, 26.99, 84.52
12, 0.01, 1599.17, 0.26, 26.99, 84.51
12, 0.01, 1599.17, 0.26, 26.98, 84.50
12, 0.01, 1599.17, 0.26, 26.99, 84.49
12, 0.01, 1599.17, 0.26, 26.99, 84.50
12, 0.01, 1599.17, 0.26, 26.98, 84.50
12, 0.01, 1599.17, 0.26, 26.99, 84.53
12, 0.01, 1599.17, 0.26, 27.00, 84.50
12, 0.01, 1599.17, 0.26, 26.99, 84.48
12, 0.01, 1599.17, 0.26, 26.98, 84.51
12, 0.01, 1599.17, 0.26, 26.98, 84.50
12, 0.01, 1599.17, 0.26, 26.97, 84.56
12, 0.01, 1599.17, 0.26, 26.96, 84.57
12, 0.01, 1599.17, 0.26, 26.98, 84.57
12, 0.01, 1599.17, 0.26, 26.98, 84.55
12, 0.01, 1599.17, 0.26, 26.96, 84.55
12, 0.01, 1599.17, 0.26, 26.97, 84.57
12, 0.01, 1599.17, 0.26, 26.97, 84.57
12, 0.01, 1599.17, 0.26, 26.95, 84.58
12, 0.01, 1599.17, 0.26, 26.96, 84.56
12, 0.01, 1599.17, 0.26, 26.97, 84.58
12, 0.01, 1599.17, 0.26, 26.97, 84.59
12, 0.01, 1599.17, 0.26, 26.96, 84.59
12, 0.01, 1599.17, 0.26, 26.96, 84.61
12, 0.01, 1599.17, 0.26, 26.97, 84.61
12, 0.01, 1599.17, 0.26, 26.96, 84.59
12, 0.01, 1599.17, 0.26, 26.96, 84.62
12, 0.01, 1599.17, 0.26, 26.97, 84.60
12, 0.01, 1599.17, 0.26, 26.96, 84.59
12, 0.01, 1599.17, 0.26, 26.98, 84.59
12, 0.01, 1599.17, 0.26, 26.97, 84.65
12, 0.01, 1599.17, 0.26, 26.96, 84.64
12, 0.01, 1599.17, 0.26, 26.98, 84.61
12, 0.01, 1599.17, 0.26, 26.96, 84.62
12, 0.01, 1599.17, 0.26, 26.96, 84.64
12, 0.01, 1599.17, 0.26, 26.95, 84.64
12, 0.01, 1599.17, 0.26, 26.95, 84.64
12, 0.01, 1599.17, 0.26, 26.95, 84.67
12, 0.01, 1599.17, 0.26, 26.95, 84.68
12, 0.01, 1599.17, 0.26, 26.95, 84.68
12, 0.01, 1599.17, 0.26, 26.94, 84.67
12, 0.01, 1599.17, 0.26, 26.95, 84.70
12, 0.01, 1599.17, 0.26, 26.94, 84.67
12, 0.01, 1599.17, 0.26, 26.94, 84.67
12, 0.01, 1599.17, 0.26, 26.94, 84.69
12, 0.01, 1599.17, 0.26, 26.94, 84.69
12, 0.01, 1599.17, 0.26, 26.94, 84.72
12, 0.01, 1599.17, 0.26, 26.94, 84.70
12, 0.01, 1599.17, 0.26, 26.93, 84.70
12, 0.01, 1599.17, 0.26, 26.93, 84.72
12, 0.01, 1599.17, 0.26, 26.95, 84.72
12, 0.01, 1599.17, 0.26, 26.93, 84.71
12, 0.01, 1599.17, 0.26, 26.93, 84.72
12, 0.01, 1599.17, 0.26, 26.92, 84.72
12, 0.01, 1599.17, 0.26, 26.92, 84.75
12, 0.01, 1599.17, 0.26, 26.91, 84.76
12, 0.01, 1599.17, 0.26, 26.92, 84.78
12, 0.01, 1599.17, 0.26, 26.92, 84.77
12, 0.01, 1599.17, 0.26, 26.91, 84.79
12, 0.01, 1599.17, 0.26, 26.94, 84.76
12, 0.01, 1599.17, 0.26, 26.93, 84.73
12, 0.01, 1599.17, 0.26, 26.93, 84.73
12, 0.01, 1599.17, 0.26, 26.92, 84.76
12, 0.01, 1599.17, 0.26, 26.90, 84.76
12, 0.01, 1599.17, 0.26, 26.91, 84.84
12, 0.01, 1599.17, 0.26, 26.93, 84.77
12, 0.01, 1599.17, 0.26, 26.91, 84.79
12, 0.01, 1599.17, 0.26, 26.90, 84.79
12, 0.01, 1599.17, 0.26, 26.91, 84.81
12, 0.01, 1599.17, 0.26, 26.92, 84.83
12, 0.01, 1599.17, 0.26, 26.91, 84.82
12, 0.01, 1599.17, 0.26, 26.90, 84.80
12, 0.01, 1599.17, 0.26, 26.92, 84.81
12, 0.01, 1599.17, 0.26, 26.90, 84.83
12, 0.01, 1599.17, 0.26, 26.92, 84.81
12, 0.01, 1599.17, 0.26, 26.90, 84.83
12, 0.01, 1599.17, 0.26, 26.91, 84.85
12, 0.01, 1599.17, 0.26, 26.91, 84.82
12, 0.01, 1599.17, 0.26, 26.91, 84.83
12, 0.01, 1599.17, 0.26, 26.92, 84.83
12, 0.01, 1599.17, 0.26, 26.91, 84.81
12, 0.01, 1599.17, 0.26, 26.91, 84.84
12, 0.01, 1599.17, 0.26, 26.91, 84.82
12, 0.01, 1599.17, 0.26, 26.91, 84.81
12, 0.01, 1599.17, 0.26, 26.89, 84.85
12, 0.01, 1599.17, 0.26, 26.90, 84.85
12, 0.01, 1599.17, 0.26, 26.89, 84.87
12, 0.01, 1599.17, 0.26, 26.91, 84.89
12, 0.01, 1599.17, 0.26, 26.90, 84.86
12, 0.01, 1599.17, 0.26, 26.89, 84.89
12, 0.01, 1599.17, 0.26, 26.88, 84.89
12, 0.01, 1599.17, 0.26, 26.88, 84.91
12, 0.01, 1599.17, 0.26, 26.89, 84.91
12, 0.01, 1599.17, 0.26, 26.89, 84.89
12, 0.01, 1599.17, 0.26, 26.88, 84.90
12, 0.01, 1599.17, 0.26, 26.88, 84.92
12, 0.01, 1599.17, 0.26, 26.89, 84.96
12, 0.01, 1599.17, 0.26, 26.86, 84.93
12, 0.01, 1599.17, 0.26, 26.88, 84.94
12, 0.01, 1599.17, 0.26, 26.88, 84.95
12, 0.01, 1599.17, 0.26, 26.89, 84.93
12, 0.01, 1599.17, 0.26, 26.87, 84.97
12, 0.01, 1599.17, 0.26, 26.85, 84.99
12, 0.01, 1599.17, 0.26, 26.86, 85.01
12, 0.01, 1599.17, 0.26, 26.87, 84.98
12, 0.01, 1599.17, 0.26, 26.86, 84.99
12, 0.01, 1599.17, 0.26, 26.87, 85.00
12, 0.01, 1599.17, 0.26, 26.86, 84.99
12, 0.01, 1599.17, 0.26, 26.87, 85.00
12, 0.01, 1599.17, 0.26, 26.88, 84.99
12, 0.01, 1599.17, 0.26, 26.85, 85.02
12, 0.01, 1599.17, 0.26, 26.84, 85.03
12, 0.01, 1599.17, 0.26, 26.85, 85.04
12, 0.01, 1599.17, 0.26, 26.87, 85.02
12, 0.01, 1599.17, 0.26, 26.85, 85.05
12, 0.01, 1599.17, 0.26, 26.87, 85.01
12, 0.01, 1599.17, 0.26, 26.84, 85.04
12, 0.01, 1599.17, 0.26, 26.86, 85.01
12, 0.01, 1599.17, 0.26, 26.87, 85.00
12, 0.01, 1599.17, 0.26, 26.85, 85.02
12, 0.01, 1599.17, 0.26, 26.86, 85.02
12, 0.01, 1599.17, 0.26, 26.88, 84.99
12, 0.01, 1599.17, 0.26, 26.86, 85.03
12, 0.01, 1599.17, 0.26, 26.84, 85.06
12, 0.01, 1599.17, 0.26, 26.85, 85.02
12, 0.01, 1599.17, 0.26, 26.84, 85.07
12, 0.01, 1599.17, 0.26, 26.83, 85.07
12, 0.01, 1599.17, 0.26, 26.84, 85.07
12, 0.01, 1599.17, 0.26, 26.84, 85.08
12, 0.01, 1599.17, 0.26, 26.83, 85.07
12, 0.01, 1599.17, 0.26, 26.85, 85.08
12, 0.01, 1599.17, 0.26, 26.84, 85.08
12, 0.01, 1599.17, 0.26, 26.85, 85.05
12, 0.01, 1599.17, 0.26, 26.83, 85.10
12, 0.01, 1599.17, 0.26, 26.82, 85.09
12, 0.01, 1599.17, 0.26, 26.83, 85.10
12, 0.01, 1599.17, 0.26, 26.83, 85.12
12, 0.01, 1599.17, 0.26, 26.82, 85.10
12, 0.01, 1599.17, 0.26, 26.83, 85.11
12, 0.01, 1599.17, 0.26, 26.83, 85.13
12, 0.01, 1599.17, 0.26, 26.85, 85.09
12, 0.01, 1599.17, 0.26, 26.82, 85.10
12, 0.01, 1599.17, 0.26, 26.83, 85.12
12, 0.01, 1599.17, 0.26, 26.83, 85.10
12, 0.01, 1599.17, 0.26, 26.83, 85.14
12, 0.01, 1599.17, 0.26, 26.81, 85.15
12, 0.01, 1599.17, 0.26, 26.81, 85.17
12, 0.01, 1599.17, 0.26, 26.80, 85.21
12, 0.01, 1599.17, 0.26, 26.81, 85.21
12, 0.01, 1599.17, 0.26, 26.81, 85.20
12, 0.01, 1599.17, 0.26, 26.81, 85.16
12, 0.01, 1599.17, 0.26, 26.81, 85.16
12, 0.01, 1599.17, 0.26, 26.82, 85.19
12, 0.01, 1599.17, 0.26, 26.82, 85.16
12, 0.01, 1599.17, 0.26, 26.82, 85.15
12, 0.01, 1599.17, 0.26, 26.81, 85.17
12, 0.01, 1599.17, 0.26, 26.84, 85.17
12, 0.01, 1599.17, 0.26, 26.83, 85.15
12, 0.01, 1599.17, 0.26, 26.82, 85.18
12, 0.01, 1599.17, 0.26, 26.81, 85.19
12, 0.01, 1599.17, 0.26, 26.81, 85.18
12, 0.01, 1599.17, 0.26, 26.81, 85.19
12, 0.01, 1599.17, 0.26, 26.81, 85.21
12, 0.01, 1599.17, 0.26, 26.77, 85.29
12, 0.01, 1599.17, 0.26, 26.79, 85.25
12, 0.01, 1599.17, 0.26, 26.78, 85.27
12, 0.01, 1599.17, 0.26, 26.79, 85.26
12, 0.01, 1599.17, 0.26, 26.79, 85.30
12, 0.01, 1599.17, 0.26, 26.77, 85.31
12, 0.01, 1599.17, 0.26, 26.79, 85.28
12, 0.01, 1599.17, 0.26, 26.78, 85.32
12, 0.01, 1599.17, 0.26, 26.78, 85.30
12, 0.01, 1599.17, 0.26, 26.79, 85.26
12, 0.01, 1599.17, 0.26, 26.78, 85.30
12, 0.01, 1599.17, 0.26, 26.78, 85.32
12, 0.01, 1599.17, 0.26, 26.78, 85.29
12, 0.01, 1599.17, 0.26, 26.78, 85.31
12, 0.01, 1599.17, 0.26, 26.78, 85.29
12, 0.01, 1599.17, 0.26, 26.78, 85.27
12, 0.01, 1599.17, 0.26, 26.79, 85.26
12, 0.01, 1599.17, 0.26, 26.78, 85.31
12, 0.01, 1599.17, 0.26, 26.78, 85.31
12, 0.01, 1599.17, 0.26, 26.79, 85.31
12, 0.01, 1599.17, 0.26, 26.78, 85.33
12, 0.01, 1599.17, 0.26, 26.77, 85.34
12, 0.01, 1599.17, 0.26, 26.77, 85.31
12, 0.01, 1599.17, 0.26, 26.79, 85.32
12, 0.01, 1599.17, 0.26, 26.78, 85.30
12, 0.01, 1599.17, 0.26, 26.78, 85.29
12, 0.01, 1599.17, 0.26, 26.77, 85.34
12, 0.01, 1599.17, 0.26, 26.76, 85.37
12, 0.01, 1599.17, 0.26, 26.77, 85.35
